n,teffect_wage,teffect_effort,teffect_wage_grate,teffect_effort_grate,teffect_effort_wage,wage_teffect_lb,wage_teffect_ub,wage_round_teffect_lb,wage_round_teffect_ub,effort_teffect_lb,effort_teffect_ub,effort_round_teffect_lb,effort_round_teffect_ub,effort_wage_teffect_lb,effort_wage_teffect_ub
7,5,0.1,0,0,0,1.2063024063596353,5.925697593640335,-0.7520540366120992,0.5840540366120724,0.10021151679949812,0.10498848320050229,-0.0018988120535308628,3.7153932628069424e-4,NA,NA
8,1,0.02,0,0,0,-0.8025990207947609,4.778599020794752,0.12806270652502078,1.0103615358992017,0.016486167381150274,0.03191383261884952,-0.001616470852286547,0.0030952587310878483,NA,NA
8,2,0.04,0,0,0,-0.04672148462232251,6.966721484622296,-0.6337971680437411,1.459978986225562,0.033842731064933816,0.05255726893506598,-0.0027168082880638417,0.001989535560809746,NA,NA
8,3,0.06,0,0,0,1.2565915439385162,6.035408456061484,-1.2921042145488602,0.5500436084882332,0.054096542643939385,0.07390345735606109,-0.005402572987350908,0.0014268154116147402,NA,NA
8,4,0.08,0,0,0,1.8999142744908735,5.700085725509154,0.05442049223812517,0.9778219320042901,0.08437737842837205,0.08442262157162801,-5.861021164058301e-4,4.891324194598284e-4,NA,NA
8,5,0.1,0,0,0,0.9496665469904388,6.886333453009579,-1.2927707276348852,0.5991949700590983,0.08934995812797311,0.1042500418720273,-0.0045854449413531605,7.066570625889222e-4,NA,NA
9,1,0.02,0,0,0,-4.34907288336869,3.8090728833686907,-2.2228798251442305,0.29294043120481617,0.01555129833252097,0.02684870166747898,-0.0021554195174791355,8.463286084032663e-4,NA,NA
9,2,0.04,0,0,0,-0.27672493131918063,3.3407249313191802,-0.7461119284081121,0.18514223143839792,0.0318033322250899,0.04859666777491015,-0.004077050363445264,0.0019679594543742613,NA,NA
9,3,0.06,0,0,0,1.5491562107012133,6.982843789298739,-0.25683545134913277,1.0328354513491171,0.05562846157822285,0.06917153842177734,-0.0019586444542406055,0.0015222808178983636,NA,NA
9,4,0.08,0,0,0,0.7762212335641903,7.987778766435801,-1.353171838113152,1.0305051714464644,0.07530033648003924,0.09189966351996086,-0.002596739941580637,8.028005476632959e-4,NA,NA
9,5,0.1,0,0,0,1.4035620979901666,7.792437902009828,-1.3232205966368664,1.1270993845156239,0.09550769918389555,0.108892300816104,-0.004334027784310563,0.0013037247540288606,NA,NA
10,1,0.02,0,0,0,0.03932292341061139,4.312677076589391,-0.5254498510457078,1.0573286389244951,0.01868380422181474,0.02811619577818527,-0.0011871074478188993,0.002762865023589861,NA,NA
10,2,0.04,0,0,0,0.8945721119100289,6.54142788808998,-1.4314294112832817,0.9390657749196246,0.03415087175747179,0.04784912824252821,-9.745899385418624e-4,0.003665499029470187,NA,NA
10,3,0.06,0,0,0,0.9827126762281626,4.933287323771773,-0.7631224722473816,0.10106186618674462,0.05856981267443336,0.07263018732556757,-0.004826569301028705,-7.040039591803228e-5,NA,NA
10,4,0.08,0,0,0,2.2413095244346315,6.522690475565302,-1.2824175397226387,0.16314481244989154,0.08036104341859757,0.09883895658140204,-0.0032700430825736734,0.0024458006583508106,NA,NA
10,5,0.1,0,0,0,4.305606017449284,7.958393982550685,-0.12049154656608796,1.4290976071721362,0.10279060707046157,0.11320939292953837,-0.001700732611157873,0.001700732611180133,NA,NA
11,1,0.02,0,0,0,-2.564376402450443,1.9163764024504433,-0.9249831611076079,0.8013467974712404,0.011119246649310693,0.02968075335068919,-9.173113835155274e-4,0.0030506447168615267,NA,NA
11,2,0.04,0,0,0,0.5695540086782729,5.510445991321731,-0.7111832989712814,0.9376075413955158,0.03412538921647523,0.051074610783524765,-0.003634506696612221,8.466279087527867e-4,NA,NA
11,3,0.06,0,0,0,0.14060026433401074,6.703399735666017,-1.5527385101439304,0.1973445707499647,0.055802596570727475,0.06699740342927221,-0.00109191057621137,0.001455546939868582,NA,NA
11,4,0.08,0,0,0,0.44242991580515545,7.457570084194872,-1.3360871715032436,0.5760871715032095,0.07502868175137474,0.09057131824862548,1.909332288989535e-4,0.00441512737718415,NA,NA
11,5,0.1,0,0,0,2.7471382258657235,7.536861774134293,-0.22204685214254727,0.8753801854758575,0.09855018781209111,0.1118498121879093,-0.004034131029919033,9.795855753957242e-4,NA,NA
12,1,0.02,0,0,0,-0.9722175063054501,3.7682175063054273,-1.3492865482903476,0.18201382101760666,0.0172198776717928,0.03438012232820713,-0.00418993258748279,0.0012565992541642011,NA,NA
12,2,0.04,0,0,0,0.7097532843884684,3.6902467156115195,-0.5229109252707225,0.426426076785868,0.03789818932737468,0.05170181067262511,-6.925990870506504e-4,0.0020986596931306103,NA,NA
12,3,0.06,0,0,0,-0.19881297745205018,4.954812977452046,-0.7562169889119796,1.1516109283058855,0.049251213002471414,0.06674878699752813,-0.0027087952600675647,0.0037754619267572316,NA,NA
12,4,0.08,0,0,0,3.2336881166374445,7.474311883362522,-0.30289739721442344,1.4948973972143995,0.07919332934408407,0.09200667065591622,-0.0010159206728455375,0.0022280418849911633,NA,NA
12,5,0.1,0,0,0,0.7647401359430241,5.579259864056974,-1.404254673196133,0.502921339862791,0.09583841293821066,0.10976158706179015,-0.0021348237954203946,9.71187431805562e-4,NA,NA
13,1,0.02,0,0,0,-2.8053233579546695,0.9133233579546721,-0.48239517730291603,-0.14378664087891527,0.009805472155203429,0.027794527844796482,-0.003704455072461487,0.0026377884058063567,NA,NA
13,2,0.04,0,0,0,0.3290550805399661,6.60294491946009,-0.5452341228945601,0.7127492744097181,0.037938183721640324,0.04726181627835951,-0.001612498469000508,0.0013943166508374807,NA,NA
13,3,0.06,0,0,0,-0.01099605197275455,4.846996051972749,-0.8065981043509507,0.9246587104115362,0.054030762642247786,0.0735692373577521,-0.0031434265483436955,0.00476766897260809,NA,NA
13,4,0.08,0,0,0,2.0990979117239865,6.964902088276035,-0.824789134641305,0.2919406497927984,0.07621096763446425,0.08978903236553487,-3.435201748238129e-4,0.0025495807809035455,NA,NA
13,5,0.1,0,0,0,2.8537022679180413,9.502297732081976,-1.6551001453475904,0.552312266559686,0.09541726010144763,0.10738273989855202,-0.00238336150971695,0.0016803312067064555,NA,NA
14,1,0.02,0,0,0,-0.797459867029549,3.4894598670295456,-0.12408069013175516,1.1735352355862796,0.014257001310701801,0.03014299868929833,-0.0023193496932385864,0.0020526830265860186,NA,NA
14,2,0.04,0,0,0,-0.6600607003994856,3.9600607003994943,-0.8562605232799338,0.1209877960071834,0.03820691841031215,0.05019308158968784,-0.002174117343637398,0.0024892688588083324,NA,NA
14,3,0.06,0,0,0,0.17348196513330527,4.0505180348666965,-0.07267136119094844,0.02467136119094471,0.052565955267637354,0.06583404473236208,-0.0014242481609945113,0.004187884524653817,NA,NA
14,4,0.08,0,0,0,1.3691297238590616,6.1668702761409735,-1.298880725681268,0.3655473923479285,0.0831185941568878,0.09648140584311224,-0.0029597605742412913,0.0025476393621428105,NA,NA
14,5,0.1,0,0,0,3.3018630593627174,4.534136940637319,-0.9622619358703515,0.3511104207188145,0.09824721903920398,0.10535278096079546,-0.002159669441039366,-4.342699528775127e-4,NA,NA
15,1,0.02,0,0,0,-2.312647277078762,2.924647277078762,-0.6966732818737709,0.668309645510105,0.013464108279372937,0.024935891720626907,-8.168911850390433e-4,0.0017381033062646846,NA,NA
15,2,0.04,0,0,0,-0.8518328867908493,4.779832886790856,-0.3937155649621895,1.8380792013258056,0.03521192884289299,0.04838807115710663,-9.305905634159456e-4,0.004882105714949998,NA,NA
15,3,0.06,0,0,0,0.8934075183208985,4.606592481679076,-0.8494208252098238,0.2644511282400889,0.06110179899479697,0.06729820100520327,-0.0023905489960776636,0.0016390338445829897,NA,NA
15,4,0.08,0,0,0,1.7281147133485746,5.795885286651371,-0.6544236394642603,0.5281206091612031,0.07940639154378011,0.09379360845621988,-0.0027142155515968796,0.00380512464252908,NA,NA
15,5,0.1,0,0,0,2.4544579342801827,7.365542065719823,-1.2626518254820864,0.15889424972448762,0.09321939917786436,0.10918060082213558,-0.0029152161659861332,0.0017030949538848436,NA,NA
16,1,0.02,0,0,0,-0.14086657303213634,3.61286657303212,-0.7800217556172712,0.9075369071323888,0.013038547919859299,0.028161452080140592,-0.0015802271428230169,0.002816590779200472,NA,NA
16,2,0.04,0,0,0,1.8832011428558333,5.344798857144173,-0.5948591019230048,0.5044348594987434,0.036893974986800804,0.05350602501319891,-0.0030186156282721553,0.0013216459313201499,NA,NA
16,3,0.06,0,0,0,-0.17276643395433577,4.692766433954307,-0.5272398545845153,0.7265125818572366,0.05209836448820199,0.06990163551179737,-0.0033304726797034876,0.0026274423766923815,NA,NA
16,4,0.08,0,0,0,2.4586216283729456,8.153378371627113,-0.5372502403870685,0.8434320585688719,0.0690301221633692,0.08416987783663052,-0.0024412323598870557,5.745656932442886e-4,NA,NA
16,5,0.1,0,0,0,2.4566491518082163,5.391350848191755,-0.8815013696938065,0.13192561211802434,0.09432574148830981,0.10727425851168935,-0.0033887477845098157,0.0012554144511998132,NA,NA
17,1,0.02,0,0,0,1.2979773784283677,1.2980226215716235,-0.13715360698372925,0.6416384554685731,0.01242558216350411,0.027574417836495974,-1.6554309820021097e-4,0.003026149158821121,NA,NA
17,2,0.04,0,0,0,0.5719022637466598,6.40009773625336,-0.8577763450234533,0.22383695108403956,0.03418248664072571,0.050617513359274294,-0.0016799965708635713,0.003231511722398499,NA,NA
17,3,0.06,0,0,0,-1.5471260295625202,4.715126029562519,-1.536055635438192,0.49799502937756657,0.057807853926679385,0.0737921460733203,-0.0013250927224618219,0.002852365449757078,NA,NA
17,4,0.08,0,0,0,1.8491575022523143,6.20684249774763,-0.9956306845062504,0.6528428057183537,0.07767712289795005,0.08832287710205029,-0.0025515094573441057,3.454488513051886e-4,NA,NA
17,5,0.1,0,0,0,3.8683113839308283,8.615688616069258,-0.43526610986481556,0.7792661098647939,0.10028369573957184,0.11051630426042704,0.001211809108351632,0.0017700090734887764,NA,NA
18,1,0.02,0,0,0,-0.8373633408709351,3.561363340870936,-0.8312080304723292,0.38151106077532126,0.01682956167318475,0.02837043832681528,-0.001157876002047314,0.0022003002444854736,NA,NA
18,2,0.04,0,0,0,-2.766448431395706,1.8904484313957075,-0.30834324165445537,1.0673735446847339,0.03530252288716334,0.04269747711283683,-0.0012491637219662851,0.0027764364492584965,NA,NA
18,3,0.06,0,0,0,1.011875703908393,4.780124296091596,0.23127361326547582,0.6269082049163353,0.05552833877667674,0.06927166122332336,-0.0014969060241996762,0.0025150878424008384,NA,NA
18,4,0.08,0,0,0,0.6395373525115859,5.964462647488458,-0.4119451506095956,0.6710966657610921,0.07431870071579252,0.08928129928420761,-0.0016179337915897222,0.002417933791612789,NA,NA
18,5,0.1,0,0,0,3.566288434727954,8.637711565272145,-1.425003747270733,0.3959128381797826,0.0934963112037818,0.10970368879621734,-0.0011295541609686207,0.0037962208276570205,NA,NA
19,1,0.02,0,0,0,-0.8358781443298859,3.8918781443299055,-0.5379008137362599,0.002628086463494883,0.012873664593645749,0.026326335406354054,-0.0012532220620665685,9.138281226862355e-4,NA,NA
19,2,0.04,0,0,0,1.9807952162389633,5.791204783760968,-1.034344228772711,0.4692533196817731,0.03698643028599715,0.054213569714002895,-0.0031054461205967166,9.721127872817583e-4,NA,NA
19,3,0.06,0,0,0,0.1827690853467847,5.621230914653214,-1.1067744797176289,0.5906532675964152,0.05035192947181037,0.06684807052818995,-0.004000887701190118,0.0024251301254557245,NA,NA
19,4,0.08,0,0,0,1.8157121132104725,4.792287886789488,-0.6871266339432538,0.4034902703068699,0.07408857068854009,0.08551142931145948,-5.047685623662693e-4,0.0038744655320840354,NA,NA
19,5,0.1,0,0,0,3.243193249631176,7.336806750368835,-0.7952007791509372,0.16853411248424371,0.09480256461328185,0.1103974353867179,-0.0032266094928039674,0.00262054888676723,NA,NA
20,1,0.02,0,0,0,-2.0908523007988173,1.9148523007988163,-0.9006634597825922,0.45169376281286816,0.013245008026451371,0.023154991973548554,-0.0012958030550750536,0.001901863661149325,NA,NA
20,2,0.04,0,0,0,-2.840666494571069,2.3846664945710687,-0.7060441972907179,1.252953288199773,0.031599022230903495,0.048400977769096284,-0.0024998406541906887,0.0024513558057232304,NA,NA
20,3,0.06,0,0,0,-0.04044473151958128,5.31244473151955,-0.4882482137575209,1.0729754864847734,0.05542978615178175,0.06817021384821789,-0.0011059885549734244,0.002972655221663233,NA,NA
20,4,0.08,0,0,0,0.7737327189662278,5.478267281033785,-1.2137666680359245,0.5594636377328696,0.08376656251963252,0.08783343748036751,-7.128722122658147e-4,0.0020462055456201282,NA,NA
20,5,0.1,0,0,0,1.2590954431515549,7.992904556848451,-0.6495204400089473,0.8965507430392464,0.09875143042124146,0.10644856957875856,-0.001557711527523705,0.00201831758815026,NA,NA
21,1,0.02,0,0,0,-0.2187064659025233,5.962706465902476,-0.5815678832544828,1.4125981862847488,0.009162824572292765,0.029237175427707176,8.001724403090557e-4,0.0030786154384928534,NA,NA
21,2,0.04,0,0,0,-1.2160271661332733,2.2200271661332702,0.016132331803593136,0.7307767591054726,0.033725418236007595,0.04587458176399248,-0.0032948705390288425,0.0016706281148056916,NA,NA
21,3,0.06,0,0,0,3.25171208680454,5.608287913195449,-0.007763922917368604,0.8055821047355374,0.059502022480526606,0.07649797751947346,-0.003471751211515877,0.003714175453961786,NA,NA
21,4,0.08,0,0,0,2.2841800164188637,5.099819983581123,-0.5818890259402854,0.8684344804857074,0.0670124608720334,0.08498753912796679,-0.0012027840326392957,0.004305814335689458,NA,NA
21,5,0.1,0,0,0,6.050056706726094,9.525943293273922,-0.7916158843725734,0.8638583086149678,0.10051744106167669,0.11748255893832303,-0.0015216099367094094,0.005230700845820887,NA,NA
22,1,0.02,0,0,0,-1.5021550772610395,4.706155077261019,-0.8625309018239933,0.4564702957633706,0.011325611243263442,0.027874388756736583,-0.0030452841862001964,5.24072065001623e-4,NA,NA
22,2,0.04,0,0,0,-0.9100701764315844,1.7180701764315864,-0.43316598865279177,0.1815296250164252,0.03391032235808448,0.053689677641915325,-0.002914244901445806,0.004490002477222279,NA,NA
22,3,0.06,0,0,0,-1.4276101937404544,6.0596101937404105,-0.2362691215758237,1.2437842730909625,0.06083966763526234,0.07516033236473722,-0.0015345891758060059,0.002213377054616017,NA,NA
22,4,0.08,0,0,0,2.602004426259212,7.581995573740835,0.06394208473580898,1.071088218294461,0.07141957043609787,0.08458042956390185,-6.890430982344647e-4,3.496491588617168e-4,NA,NA
22,5,0.1,0,0,0,3.1829831433043902,8.80901685669551,-1.6235464286943309,0.6664555196033981,0.10137431460578664,0.11302568539421362,-0.003226800737835347,0.0017237704348261928,NA,NA
23,1,0.02,0,0,0,-1.629769426883506,3.1537694268835024,-0.6114364932989127,0.9423455842079644,0.016885011206437636,0.026314988793562193,-0.0016405064087583545,0.0020283851966518326,NA,NA
23,2,0.04,0,0,0,-1.3028791739375256,3.2588791739375242,-0.23174194791199093,0.6111358873059143,0.0345413855806081,0.0538586144193917,-0.0034144951044472434,0.0026629799529546364,NA,NA
23,3,0.06,0,0,0,0.9098811227689327,7.226118877231041,-0.31680511932019007,1.3495323920474394,0.06389722053693173,0.07450277946306827,-2.3970146958767358e-4,0.0015487923787017776,NA,NA
23,4,0.08,0,0,0,2.915134375411767,8.200865624588234,-0.8635664986255419,-0.17328198622295254,0.07583540729237767,0.09216459270762262,-0.0018973869776867341,0.0018004172807385404,NA,NA
23,5,0.1,0,0,0,3.8002548220492054,7.511745177950783,-1.13821936751123,0.8996739129657574,0.09370841183633369,0.11349158816366658,-0.0024829357100348936,0.00272535995248015,NA,NA
24,1,0.02,0,0,0,-1.3057663893284823,3.313766389328485,-0.6930131065106689,-0.03232022682268132,0.006707631589433931,0.02689236841056606,-0.0017676343019188557,0.0032221797564772822,NA,NA
24,2,0.04,0,0,0,1.334458393887882,5.329541606112228,-0.18598407642920411,1.046590137035257,0.030732726391953524,0.04766727360804611,-0.0013129677242965088,0.0013614525727993802,NA,NA
24,3,0.06,0,0,0,-0.050880128485008225,4.3748801284850085,-1.2083222274740724,0.3348676820195151,0.05551949458726639,0.07368050541273331,-0.004097434427515653,3.3985866996284384e-4,NA,NA
24,4,0.08,0,0,0,2.1146462641456623,7.177353735854396,-0.32593892155452636,0.03818134579694005,0.08797737842837233,0.0880226215716283,-4.025481522551609e-4,2.0860875833786144e-4,NA,NA
24,5,0.1,0,0,0,2.600656057250549,7.6793439427494965,-0.8159075661055043,1.1819681721660906,0.09540640849154497,0.10899359150845458,-9.12459345698157e-4,0.0036033684366271294,NA,NA
25,1,0.02,0,0,0,-1.8603279026097252,3.224327902609729,-1.4927222264955042,0.11308586285912525,0.017414068668510856,0.03458593133148917,-0.0047645782296273035,6.433661084290468e-4,NA,NA
25,2,0.04,0,0,0,1.2293176170477658,6.794682382952283,-0.109873398088007,0.9379946102091913,0.04382616730162103,0.05817383269837882,-0.0024800363054339847,0.001728521153938878,NA,NA
25,3,0.06,0,0,0,-0.952565793584085,4.956565793584097,-1.579397334183655,0.9081246069109101,0.05180480011260326,0.06539519988739688,-0.00285907373582858,0.0031257404025175684,NA,NA
25,4,0.08,0,0,0,0.9588999524402064,4.509100047559807,-0.22376611690947454,0.570190359333703,0.07795738095095867,0.09364261904904198,-0.003434918698378066,0.0034106762741567395,NA,NA
25,5,0.1,0,0,0,4.4461877171846,7.913812282815435,-0.32804591552493,0.7261065215855,0.09864753749290064,0.11135246250709935,-1.1970337354456602e-4,0.0029075821614448424,NA,NA
26,1,0.02,0,0,0,1.5212534953064292,4.278746504693583,0.18467362708350726,0.9852657668558782,0.017998127850179214,0.033601872149820716,-0.0019261817363319593,0.0035019393121050618,NA,NA
26,2,0.04,0,0,0,-0.8245926009839439,3.4485926009839436,-0.6975762200480565,0.8221822806541065,0.03549210296196816,0.04250789703803167,-0.0013653656488650454,0.0021168808003971967,NA,NA
26,3,0.06,0,0,0,-0.10215079562571683,2.398150795625699,-0.9516148673092752,0.10652395821835586,0.05489491080855186,0.06990508919144794,-0.0043868249717634615,0.0010413704263304022,NA,NA
26,4,0.08,0,0,0,1.3550180247335022,6.964981975266538,-1.2382823790823547,0.32143389423385405,0.07337564422097395,0.08742435577902546,-0.0017507719817088676,0.0019447113756697009,NA,NA
26,5,0.1,0,0,0,-1.7015829426374587,4.241582942637457,-0.716484439459418,0.9775753485503075,0.0913542786508216,0.10064572134917829,-4.3791572915252854e-4,0.00101973391099109,NA,NA
27,1,0.02,0,0,0,-2.7920206876832134,2.41202068768321,-0.3468602639760153,1.2266178397335499,0.014464197781075263,0.023935802218924808,-8.389439127172878e-4,0.0017601560339424672,NA,NA
27,2,0.04,0,0,0,1.7219773784283758,1.7220226215716317,-0.6287411732859038,0.4772260217707265,0.031663950666936766,0.054336049333063074,-0.004700793723843487,0.002106854329922012,NA,NA
27,3,0.06,0,0,0,-2.401947387252846,4.937947387252844,-1.0195055132875235,1.2779297557117457,0.053643015206697856,0.0643569847933017,-0.0015192446139723121,0.0020768203715698275,NA,NA
27,4,0.08,0,0,0,1.939805420089117,6.800194579910883,-1.0700887631276372,0.3750584600973226,0.07773739529347642,0.0874626047065237,-0.0019140198581372144,0.0016473531914947474,NA,NA
27,5,0.1,0,0,0,2.4456373969770127,5.806362603022981,-1.092065195377994,0.06636822568101075,0.09734764614487465,0.1094523538551247,-0.0012915223513417983,0.0018975829574265444,NA,NA
28,1,0.02,0,0,0,-3.150656474392628,2.9346564743926313,-0.9195857412471794,0.8938887715501981,0.007760009408228149,0.029839990591771885,-0.0030209155935648833,0.0029239458966073928,NA,NA
28,2,0.04,0,0,0,-2.237633420583495,3.3656334205834897,-0.5743972629563217,1.4543972629563255,0.03572166058573748,0.049878339414262556,-4.442719609992064e-4,0.0026745749913221813,NA,NA
28,3,0.06,0,0,0,-0.8046106804178899,6.356610680417887,0.021602454313181974,1.7272460305353001,0.048922415544721654,0.06867758445527881,-0.002952155442814344,0.0030976099882905348,NA,NA
28,4,0.08,0,0,0,1.1181278138615083,6.337872186138466,-1.546185057748331,-0.3825422149789418,0.07799688390591275,0.09080311609408723,7.56533239144265e-4,0.002394981912391934,NA,NA
28,5,0.1,0,0,0,4.1599773784283585,4.160022621571615,-0.4618294446375626,0.6087385355466464,0.09424440012108157,0.10975559987891911,1.3210530024337398e-4,0.004764864396745764,NA,NA
29,1,0.02,0,0,0,1.0156040106379391,3.012395989362071,-0.31931102977385883,0.24003830250110558,0.016974477524427215,0.031025522475572904,-0.0026211683779531945,0.002378744135544081,NA,NA
29,2,0.04,0,0,0,1.0865603105434343,4.005439689456585,-0.6620679554317003,1.066189167552902,0.03812215304221264,0.049477846957787466,-0.0034238402633597217,0.0017995978391369774,NA,NA
29,3,0.06,0,0,0,1.8411202945998273,4.1508797054001745,0.10280269773846606,0.4218033628675638,0.051731584013359776,0.06626841598664056,-0.0037718001086826823,0.0016627091996129298,NA,NA
29,4,0.08,0,0,0,3.292132086914255,7.9638679130857435,-0.5052616789088265,1.0293828910300387,0.07821357500462778,0.09458642499537251,-0.0024027030525844207,0.0017724000223024827,NA,NA
