n,teffect_true,teffect_slack_claimed,teffect_slack_claimed_round,true_teffect_lb,true_teffect_ub,slack_claimed_teffect_lb,slack_claimed_teffect_ub,slack_claimed_round_teffect_lb,slack_claimed_round_teffect_ub
1,-0.1,-0.075,0,-0.1442683174480546,-0.06173168255194537,-0.07934590020368872,-0.027271236604098664,-0.017760463904913686,0.0015924189901778026
1,-0.1,-0.1,0,-0.10250420997683998,-0.01949579002316002,-0.07088232226103777,-0.03091385485722144,-0.00226740846004129,0.005299055312830109
2,-0.025,-0.025,0,-0.017834236384907207,0.06783423638490714,-0.05675388869299688,-0.002915542931150504,6.366546972831118e-4,0.02029936630213937
2,-0.025,-0.05,0,-0.05842596124176197,0.026425961241762053,-0.07209618597510536,-0.00247971664070145,-0.010594978444069474,0.015626890096055033
2,-0.025,-0.075,0,-0.05046053536900129,0.034460535369001274,-0.07745700141295161,-0.028824531251716926,-0.0015979441242815907,0.008786248452310222
2,-0.025,-0.1,0,-0.058989638254803606,0.026989638254803577,-0.10462203943801691,-0.06014069187253614,-0.005830944254445089,0.010805598652287253
2,-0.05,-0.025,0,-0.045102785990877664,0.03910278599087766,-0.06213341065633914,-0.00120195995217149,-0.017392924514378086,0.0018942152441220068
2,-0.05,-0.05,0,-0.07510988832328097,0.009109888323281017,-0.04703070930271967,-0.004767037138215736,-0.013054836825235484,-6.37567940583372e-4
2,-0.05,-0.075,0,-0.07916740938193376,0.005167409381933809,-0.07623057250273764,-0.03288933310867688,-0.003896735886726954,0.00434931237055681
2,-0.05,-0.1,0,-0.09899441666353068,-0.01500558333646932,-0.09355779272240909,-0.039522335898218644,-0.01203984804547696,0.006547807418655479
2,-0.075,-0.025,0,-0.134563726383639,-0.051436273616360925,-0.02404714908995653,0.019508228271239356,-0.002615708109454695,0.012712212181457566
2,-0.075,-0.05,0,-0.1115650048380977,-0.028434995161902205,-0.05662186257178906,-0.02762516158114941,-0.006625781196758663,0.007057721935109738
2,-0.075,-0.075,0,-0.10372907023908529,-0.020270929760914706,-0.11062923847039893,-0.03516882543844042,-0.010704328419506455,0.015862102302283076
2,-0.075,-0.1,0,-0.10481127917846308,-0.021188720821536916,-0.13738336857516825,-0.06413020385691152,-0.016768806478769716,0.010409697143990534
2,-0.1,-0.025,0,-0.11225419628170925,-0.02974580371829076,-0.03671086201082326,-0.002098258479425498,-0.0034780486226583434,0.009817190830721002
2,-0.1,-0.05,0,-0.15757040231277541,-0.07442959768722457,-0.07586982728562051,-0.0033461137490716497,-0.005717158241412743,0.017724376602688757
2,-0.1,-0.075,0,-0.1015249274317992,-0.01847507256820092,-0.07065008460356548,-0.029893764956189426,-0.004515630669434415,0.008431679003174576
2,-0.1,-0.1,0,-0.13822383808733835,-0.055776161912661604,-0.11559767955162334,-0.03791741737164948,-0.022781097856114846,0.00860935278049886
3,-0.025,-0.025,0,-0.07351419328202571,0.01151419328202577,-0.02821909846670198,0.014444206910833313,-0.0037427007308865187,0.007048083326630583
3,-0.025,-0.05,0,-0.033322948438862,0.051322948438862016,-0.047774101635018405,0.01308258365361454,-0.016330604470802194,-0.002633328571432442
3,-0.025,-0.075,0,-0.02285301053169244,0.06285301053169237,-0.072118445506592,-0.02725733651121269,-0.006950152178279796,0.007851093482112563
3,-0.025,-0.1,0,-0.07658284273839536,0.008582842738395408,-0.09946537951840806,-0.04099923947460421,-0.0039617545403868816,0.017398453069051422
3,-0.05,-0.025,0,-0.10755525790186082,-0.022444742098139174,-0.026473395258630787,0.04448539580328,-0.017825827577253657,1.1044239693762913e-4
3,-0.05,-0.05,0,-0.07827918670384112,0.006279186703841165,-0.05369983619611385,-0.006550516529502243,0.0034983932466520684,0.00830929645911234
3,-0.05,-0.075,0,-0.07675321355305967,0.008753213553059712,-0.07830469874863495,-0.022164983757942156,-0.007337115361779711,0.009685970817928588
3,-0.05,-0.1,0,-0.07388067442430735,0.011880674424307396,-0.11659525468424273,-0.03216009811645059,-0.016584923106571663,0.009042705277063582
3,-0.075,-0.025,0,-0.11007543989784874,-0.025924560102151273,-0.018281057434849216,0.023090163214546384,-0.0010427054531746555,0.01107487359594219
3,-0.075,-0.05,0,-0.093264340895824,-0.008735659104175987,-0.05635544456563579,0.0060304580381080365,-0.0011261185253356835,0.016853375800278826
3,-0.075,-0.075,0,-0.11308165864257352,-0.028918341357426484,-0.08229172521587363,-0.04468808521418796,-3.0511670132603113e-4,0.0032414270688830285
3,-0.075,-0.1,0,-0.07890604954239624,0.004906049542396186,-0.10091126243158502,-0.04232189554885182,-0.0015626932285394543,0.01375300491316649
3,-0.1,-0.025,0,-0.14397034088417682,-0.06202965911582313,-0.06504642985754655,-0.0052307399827375735,-0.011966381830087401,0.013083127389121077
3,-0.1,-0.05,0,-0.12558403484081898,-0.04241596515918094,-0.03797540872230113,0.009928378739269392,-0.0036690650648033883,0.012432752495598949
3,-0.1,-0.075,0,-0.14467269222040263,-0.06332730777959734,-0.07349831320073538,-0.005760088715822682,-0.014391507016149652,0.00665782746162772
3,-0.1,-0.1,0,-0.15973011854544306,-0.07826988145455692,-0.1155225611843054,-0.037855354280628424,-4.46768473483938e-4,0.02033474265841538
4,-0.025,-0.025,0,-0.05356302231999063,0.031563022319990724,-0.02950020218701603,0.0010136690025732316,-0.009710974799941343,0.0012134226907405806
4,-0.025,-0.05,0,-0.03499402934723043,0.05099402934723044,-0.058029182350636296,0.007237243433022303,-0.007611939705118172,0.013149975929550336
4,-0.025,-0.075,0,-0.05978701131022191,0.025787011310221992,-0.11819858233731304,-0.018532770024305915,0.01349240436143227,0.026194650427648326
4,-0.025,-0.1,0,-0.07379914424206886,0.011799144242068918,-0.125183334169739,-0.06645334094238683,0.0024915396817890923,0.013778655938997336
4,-0.05,-0.025,0,-0.10645636575714693,-0.021543634242853077,-0.03296287985251952,0.009019995615982589,-0.0043184522724849855,0.009800886833227811
4,-0.05,-0.05,0,-0.06905340955020957,0.01505340955020952,-0.04767765285213484,0.020556878595243265,-0.016009754887905306,0.005882923601759631
4,-0.05,-0.075,0,-0.10193688712652893,-0.018063112873471066,-0.07011965019621837,0.005065110365754827,-0.020224923776461463,0.004458412850099196
4,-0.05,-0.1,0,-0.0638082199239211,0.01980821992392106,-0.09019985824296539,-0.03709410637326579,0.0015723882240352895,0.011077753358980404
4,-0.075,-0.025,0,-0.08475891075548814,-0.0012410892445119462,-0.055268195841104546,-0.001000606512540969,-0.01302483795641109,0.0013381235235971354
4,-0.075,-0.05,0,-0.09358166841099294,-0.010418331589007158,-0.05030499491992708,0.002763005871975449,-0.005958919396838092,0.013069840807508734
4,-0.075,-0.075,0,-0.07859553372545118,0.004595533725451115,-0.08461231011850524,-0.03419658642404477,-0.006680992693153644,0.0058505802359113766
4,-0.075,-0.1,0,-0.10987969949457267,-0.026120300505427338,-0.12136305248074447,-0.05215102107055373,-0.015424185204426136,0.01286776772699056
4,-0.1,-0.025,0,-0.1403597942392306,-0.05764020576076936,-0.053986174725406885,0.025929745798480525,-0.0025707914214820283,0.017595600542344544
4,-0.1,-0.05,0,-0.1443405632294527,-0.06165943677054726,-0.09114967003810742,-0.021183436732337586,-0.003386783767381295,0.00964189950421055
4,-0.1,-0.075,0,-0.14997783658445424,-0.06802216341554573,-0.09718578078713251,-0.01981614244440999,-0.017686256571109022,-0.0032148544271377276
4,-0.1,-0.1,0,-0.1541802655545224,-0.07181973444547758,-0.08506514611771304,-0.027800236535621102,-0.006886266300194742,0.0031824694042008753
5,-0.025,-0.025,0,-0.06518700047253287,0.019187000472532835,-0.06669646730376788,-0.009153664023968944,-0.004066194956495657,0.012762642820453458
5,-0.025,-0.05,0,-0.07139725113813665,0.01339725113813671,-0.09551213906860874,-0.03772625933071337,-0.013043849898008929,0.010455542941515959
5,-0.025,-0.075,0,-0.09793933663668658,-0.012060663363313406,-0.10116623942544106,-0.04443745726866293,-0.005757721272392121,0.012276707817361959
5,-0.025,-0.1,0,-0.08979785758292283,-0.004202142417077143,-0.09506132096280154,-0.021589904766645317,-0.015841130586696874,0.0014147830370200808
5,-0.05,-0.025,0,-0.09012964691112468,-0.005870353088875298,-0.06256996869644249,0.010592044996099469,-0.011132940409642926,0.012508287241636789
5,-0.05,-0.05,0,-0.07732722446393359,0.007327224463933635,-0.04686573049210996,0.008684779969508512,-0.009851993949459306,0.005521402860055353
5,-0.05,-0.075,0,-0.10507473847658039,-0.020925261523419614,-0.08533743963559219,-0.02792263808273922,4.31797150573566e-4,0.012079739747588827
5,-0.05,-0.1,0,-0.11781923216724137,-0.034180767832758654,-0.08705063465561826,-0.04193049052922364,-0.013421841293907527,0.00445287821164259
5,-0.075,-0.025,0,-0.1250064093897681,-0.04099359061023194,-0.0421951702461673,0.025158216467899144,-0.011705072822391485,0.010580531705363307
5,-0.075,-0.05,0,-0.07732489555742789,0.005324895557427815,-0.03897623533832066,0.021938208005067485,-0.008580118264726651,0.013026499529888276
5,-0.075,-0.075,0,-0.13574717515027868,-0.052252824849721276,-0.09977771268834021,-0.02237878929038948,-0.014649074201434274,-7.338209360752369e-4
5,-0.075,-0.1,0,-0.08740003489519302,-0.0025999651048069505,-0.08088521488395381,-0.021769481539426754,0.00160775569900015,0.01422702979806432
5,-0.1,-0.025,0,-0.14122808770388487,-0.058771912296115086,-0.0727478800428565,0.004765994827143891,-0.00983698011202716,0.012966635340144559
5,-0.1,-0.05,0,-0.12605046191934427,-0.04194953808065577,-0.07503339636323636,0.0012398431094303927,-0.0039052259502909007,0.010494879808601788
5,-0.1,-0.075,0,-0.11217950070235828,-0.02982049929764173,-0.06343837640068224,-0.02695638214473235,-0.010329827068968138,-0.0018474078004801393
5,-0.1,-0.1,0,-0.12281749111284018,-0.03918250888715984,-0.0987809169650466,-0.03319882231719485,-0.007550290253935478,0.01753155039240267
6,-0.025,-0.025,0,-0.03886182091906094,0.046861820919060944,-0.05847325101788228,3.9479634478559525e-4,-0.007999077260509429,0.014388986295699567
6,-0.025,-0.05,0,-0.07231936925161918,0.012319369251619236,-0.055910960632812784,-0.016615365272628507,-0.007563657717582678,0.011094819880973213
6,-0.025,-0.075,0,-0.10075762950712353,-0.015242370492876467,-0.0685859710429098,-0.031957244432004275,-0.00406195863646732,0.0036413187129156143
6,-0.025,-0.1,0,-0.06318933448833512,0.023189334488335087,-0.10609703454067722,-0.044240605609154646,-0.01029484979834813,0.006652279137186744
6,-0.05,-0.025,0,-0.05869156181295936,0.024691561812959333,-0.04126985702919136,0.020365441586161416,-0.009636434826189587,0.0126698363880285
6,-0.05,-0.05,0,-0.0787357190710323,0.004735719071032228,-0.059080203718489724,-0.011507821688658135,-0.014802103452741057,0.014258103600177093
6,-0.05,-0.075,0,-0.09931086162727024,-0.014689138372729761,-0.09099915412475729,-0.02391630953609982,-0.005531121803255369,0.013255407702731727
6,-0.05,-0.1,0,-0.10621399292208417,-0.021786007077915837,-0.08938966880431909,-0.05155966453679406,-0.0022758751288896595,0.011516612599008422
6,-0.075,-0.025,0,-0.09046359767862261,-0.007536402321377485,-0.07136211626440309,0.029456062043570642,-0.017113675374509262,0.022383050397636352
6,-0.075,-0.05,0,-0.07680789045206046,0.0068078904520604,-0.06101671062751492,-0.007069509015077687,-0.012743537610247577,-1.704757902844349e-4
6,-0.075,-0.075,0,-0.10176904119083857,-0.018230958809161424,-0.10392733753861277,-0.03530159527094808,-0.003614428341907239,0.01567038070972328
6,-0.075,-0.1,0,-0.10589210163216398,-0.02210789836783602,-0.10517015219805623,-0.04180945932523735,-0.006399347374348909,0.00799861470443683
6,-0.1,-0.025,0,-0.1275696778862404,-0.04643032211375963,-0.046777912565286,0.002159074790790968,-0.006021455030423945,0.01093294110525679
6,-0.1,-0.05,0,-0.1277312787945047,-0.04626872120549535,-0.050905685098021826,0.0022257235910238676,-0.011994966030445912,0.00992782162356752
6,-0.1,-0.075,0,-0.1322507606543191,-0.049749239345680846,-0.08245176829080007,-0.01713236762972406,-0.008817771892910869,0.013522623043713388
6,-0.1,-0.1,0,-0.11379955863653554,-0.03020044136346447,-0.08636401704432634,-0.02468016132947072,-4.468765974353136e-4,0.013585200543629144
7,-0.025,-0.025,0,-0.05922429107918022,0.025224291079180193,-0.035055956365493246,0.012319417158613706,-0.00411950542927168,-0.0032232474445803667
7,-0.025,-0.05,0,-0.08138147297758891,0.0033814729775889577,-0.07092897915632886,-0.04198628366747481,7.573065657808008e-5,0.005076548971325362
7,-0.025,-0.075,0,-0.0813510133951823,0.003351013395182345,-0.09152191375398006,-0.05526383594928371,-0.009232058246890329,0.0026348870356937646
7,-0.025,-0.1,0,-0.03427667399578432,0.05027667399578433,-0.11461037106043034,-0.03275490520721747,-0.001318159359734417,0.02305369651918797
7,-0.05,-0.025,0,-0.06673867440420293,0.018738674404203,-0.024779645281520817,-0.018111274090836585,-0.009351483646528977,0.005326662998894126
7,-0.05,-0.05,0,-0.09798068630646267,-0.01401931369353731,-0.0536549341695373,-0.024244542851644794,0.0011844964251824736,0.010701998796234995
7,-0.05,-0.075,0,-0.11379955863653554,-0.03020044136346447,-0.08722839748768446,-0.026956909889275005,-0.011700878564365195,0.005719579603793874
7,-0.05,-0.1,0,-0.10000804874777613,-0.015991951252223857,-0.08970595011051963,-0.04221005463861971,-0.0016303558940544407,0.011759732821409977
7,-0.075,-0.025,0,-0.14046644566337238,-0.05753355433662758,-0.03698682094211342,0.02691479808984765,0.002977672135417407,0.013247130989238524
7,-0.075,-0.05,0,-0.0934167335083134,-0.00858326649168658,-0.07021982487152124,-0.021358672405958987,-0.004917451440295956,0.008707669451330937
7,-0.075,-0.075,0,-0.0868231375056508,-0.0031768624943492793,-0.06624513604800292,-0.02046120413482309,-0.009220561893503737,-0.005441256691801205
7,-0.075,-0.1,0,-0.13233387001604996,-0.04766612998395009,-0.08082137015989929,-0.011080318936916626,7.955108330622712e-6,0.015571514523778026
7,-0.1,-0.025,0,-0.13934651439743037,-0.056653485602569574,-0.030539342012097456,0.025574048030485363,-0.005839338001018263,0.020097251599778237
7,-0.1,-0.05,0,-0.15721853737454056,-0.07478146262545943,-0.05973548004161162,-0.01431627900447114,8.344437380490644e-4,0.011028362234490965
7,-0.1,-0.075,0,-0.14584481930932713,-0.06415518069067283,-0.07746521166502388,-0.02600274651859418,-0.007694274498614705,0.011292193446261511
7,-0.1,-0.1,0,-0.1729389493826188,-0.0910610506173812,-0.09879395282658099,-0.07878838881455189,-0.0049573830099855325,0.006430366244569817
8,-0.025,-0.025,0,-0.07360182267378948,0.011601822673789536,-0.06834920459496352,0.01186114203711771,5.306234767938102e-4,0.018790382365083555
8,-0.025,-0.05,0,-0.08358519838363135,0.0015851983836313865,-0.0561793620413294,-0.005265627762975081,0.00903473885195756,0.013754196305068998
8,-0.025,-0.075,0,-0.07180190123545244,0.01380190123545249,-0.08767165913976048,-6.781778689841506e-4,-0.00718280394113136,0.01269515731585581
8,-0.025,-0.1,0,-0.11176641402716957,-0.026233585972830445,-0.10456437705430602,-0.050563231043118724,-0.009675610495962328,0.011051273234560347
8,-0.05,-0.025,0,-0.08644709845123302,-0.001552901548766937,-0.018797686644620233,0.022423843213127792,-0.005062573716523814,0.006133265816777069
8,-0.05,-0.05,0,-0.10599090250496578,-0.022009097495034227,-0.08423453943133723,-0.0049466514614460305,-0.013243127310654978,0.006729353868941694
8,-0.05,-0.075,0,-0.11222629449405158,-0.02777370550594844,-0.06229029253613495,-0.015849601038820424,-0.00483947803420972,-0.0012342097764675214
8,-0.05,-0.1,0,-0.11896423193595403,-0.035035768064046,-0.11105345369140163,-0.054556444286593016,-0.005571043102913205,0.012246438798863656
8,-0.075,-0.025,0,-0.112683631078064,-0.02931636892193601,-0.0315288373688486,0.03482846393379247,-0.009988136655935701,0.01371204971183
8,-0.075,-0.05,0,-0.14181951449338998,-0.05818048550660998,-0.0646173363688913,-0.0315047862601463,-0.011278845783399155,-1.2261676128449625e-4
8,-0.075,-0.075,0,-0.09249491449452746,-0.009505085505472625,-0.08742285596651521,-0.021319031551944784,-0.009608779503168553,0.014910203111186317
8,-0.075,-0.1,0,-0.09536022254847484,-0.012639777451525135,-0.11236885962387093,-0.06192752987218418,-0.011491056794821687,0.005463612142345258
8,-0.1,-0.025,0,-0.14666252389425627,-0.0653374761057437,-0.05921026508748907,0.0017496649669223145,-0.005938179110952213,0.010015820520814683
8,-0.1,-0.05,0,-0.14907721396493254,-0.06692278603506743,-0.06693360730495362,-0.030370952955511357,-0.008495488254989515,0.003474841119647115
8,-0.1,-0.075,0,-0.13948870050784012,-0.05651129949215982,-0.07427642990192165,-0.01016273550583429,-0.015586731148856668,0.009027231093027816
8,-0.1,-0.1,0,-0.11869703689460805,-0.03530296310539187,-0.1251562991748056,-0.06707871742882246,-0.00744190780784729,0.01268443101589305
9,-0.025,-0.025,0,-0.051650917900649455,0.03365091790064955,-0.02324868752470977,0.014960745959463586,-0.007401493880118857,0.004780498960600947
9,-0.025,-0.05,0,-0.05395325685816077,0.03195325685816075,-0.05786351854985841,0.007765821327660821,-0.0016334879755042497,0.020182549281431057
9,-0.025,-0.075,0,-0.04126247897562561,0.043262478975625615,-0.0768558170459178,-0.013468801150888401,-0.01647159945246,0.005694226136911694
9,-0.025,-0.1,0,-0.06358482887947729,0.021584828879477366,-0.09901414438749029,-0.017451217070220147,-0.015958394633696724,0.012638995718199762
9,-0.05,-0.025,0,-0.08783795557240581,-0.004162044427594262,-0.03917052865215658,-0.004871615404942915,-0.004969902046984373,0.00110611573703079
9,-0.05,-0.05,0,-0.07291562717061048,0.010915627170610419,-0.07960107748655085,-0.024494539089862887,-0.01003666116247319,0.0060427651716989175
9,-0.05,-0.075,0,-0.10237854871656592,-0.017621451283434078,-0.06406409097035555,-0.017283649828617503,-0.009984496421477662,0.0025742109363845853
9,-0.05,-0.1,0,-0.06017585335201053,0.0241758533520105,-0.11382558516778259,-0.057183686130184194,-0.005262033296420455,0.013022893643687692
9,-0.075,-0.025,0,-0.14046644566337238,-0.05753355433662758,-0.03282418044286622,0.03326913071274052,-0.009712990441934995,0.005537383338251989
9,-0.075,-0.05,0,-0.13358545463248417,-0.05041454536751577,-0.0538307769784852,-0.02201637657039391,-0.010753240349603132,0.005557692316808346
9,-0.075,-0.075,0,-0.1307854801215912,-0.04721451987840873,-0.0787236827513351,-0.017980862121943785,-0.00779199854031965,0.00828999150580518
9,-0.075,-0.1,0,-0.09588646476325319,-0.012113535236746804,-0.08021423771056099,-0.03681334525629284,-8.594838212948284e-4,0.012293626736096101
9,-0.1,-0.025,0,-0.1408889027251172,-0.05911109727488275,-0.054347829722639206,0.006624902908931092,-0.004360589176404934,0.01361050232880203
9,-0.1,-0.05,0,-0.12699008614610136,-0.0450099138538987,-0.04310094053604216,-0.0012415358382712807,-0.006721986625238611,0.008383247925530779
9,-0.1,-0.075,0,-0.1760496471940651,-0.09395035280593492,-0.07086208013995966,-0.025059932204159956,-0.004681356948894486,0.014357395180777301
9,-0.1,-0.1,0,-0.12257830784352036,-0.03942169215647957,-0.11335644635129928,-0.04397348373948619,-0.012158063249714086,0.013970197550191195
10,-0.025,-0.025,0,-0.05329095716996896,0.03129095716996894,-0.039658718145533435,0.015673342478160567,-0.005685583671846837,0.014218732436443948
10,-0.025,-0.05,0,-0.07434725082329016,0.010347250823290223,-0.06577498318769207,-0.016155849725799195,-0.0012301750934350713,0.009852455257566412
10,-0.025,-0.075,0,-0.07300098097136298,0.013000980971363034,-0.0674780796026909,-0.027985998271806336,-0.002424164365001369,0.006341548057250769
10,-0.025,-0.1,0,-0.0327774955240825,0.05277749552408252,-0.08218918334902214,-0.03779114798235658,-0.010241191336434115,-0.00220517426078036
10,-0.05,-0.025,0,-0.05391802122737917,0.029918021227379146,-0.05672575235829887,0.01573734630894112,0.003741665171484685,0.018351658296210313
10,-0.05,-0.05,0,-0.1264463569772432,-0.04155364302275684,-0.0801150356691273,-0.013483902384722926,-0.008604530208905824,0.013079606068491395
10,-0.05,-0.075,0,-0.04852080890913315,0.03652080890913314,-0.08285807989249054,-0.02711045293843152,-0.010784240747896651,0.013833970560696948
10,-0.05,-0.1,0,-0.05591680074535293,0.027916800745352903,-0.09754364074073121,-0.052250479094366725,-0.010064633104576531,0.005214288277837382
10,-0.075,-0.025,0,-0.13423523878679305,-0.049764761213207005,-0.07090537232642939,0.014686770319948122,-0.014737597967074724,0.008822896097238145
10,-0.075,-0.05,0,-0.10301596358298414,-0.018984036417015862,-0.060916842463370174,-0.020277849349475293,-0.007440332037632871,0.010509500926193807
10,-0.075,-0.075,0,-0.12254326562964793,-0.039456734370351985,-0.0637474484953297,-0.04040940016601627,-0.0033873094327168648,0.005072388400120636
10,-0.075,-0.1,0,-0.09427741851782144,-0.009722581482178541,-0.10883836349188261,-0.04990721213397947,-0.0019350723370454678,0.009193743752825292
10,-0.1,-0.025,0,-0.12699008614610136,-0.0450099138538987,-0.055227604988666135,-0.002923518226570797,-0.010483472084284812,0.009953823269573638
10,-0.1,-0.05,0,-0.12739903704991126,-0.044600962950088675,-0.06790030293726763,-0.010463263485290128,-0.004670861283011503,0.010989196512288921
10,-0.1,-0.075,0,-0.15450079555777704,-0.07149920444222294,-0.08610734893710045,-0.025064695719760603,0.0014061610630031179,0.010179135653662545
10,-0.1,-0.1,0,-0.15526569395729026,-0.07273430604270972,-0.08283749902784333,-0.029765234909002,-0.0053169125720527784,0.010733775137126098
11,-0.025,-0.025,0,-0.05871796117442405,0.026717961174424133,-0.045386349925054734,0.013979947354913033,-0.011524574705301898,0.010229196816461271
11,-0.025,-0.05,0,-0.02093168770634285,0.06493168770634289,-0.08003427871876176,-0.03213356513094847,-0.0074434208353091,0.01024231170008372
11,-0.025,-0.075,0,-0.08100209990756271,0.0030020999075627552,-0.11499471080898965,-0.03415846256080415,-0.018853008867232308,0.010673515869649007
11,-0.025,-0.1,0,-0.061644461309179464,0.02364446130917954,-0.08900887517812683,-0.047004945226578054,-0.010006442943191652,0.003923249938919526
11,-0.05,-0.025,0,-0.06445080562222956,0.02045080562222963,-0.03752147147026552,0.005479079612182938,-0.005803015462061547,0.008940291316256684
11,-0.05,-0.05,0,-0.10852165695888995,-0.02547834304110995,-0.0625802394039935,-0.013725235532495213,-0.009294320768950471,0.009364953068884043
11,-0.05,-0.075,0,-0.032548832673302566,0.05254883267330247,-0.07226453841433333,-0.013725706873776368,-0.0023846796281443454,0.0118600259648434
11,-0.05,-0.1,0,-0.06671059399168802,0.018710593991688097,-0.10909367068270043,-0.06785048180953593,-3.4149062274676546e-5,0.009044640164306356
11,-0.075,-0.025,0,-0.12999666573392135,-0.04800333426607859,-0.0635542455691368,-0.02641885784374605,-0.0044302045382168375,0.004684889948777202
11,-0.075,-0.05,0,-0.1402144777977727,-0.057785522202227234,-0.06727544348089165,0.011292708383321269,-0.0030650828797283702,0.012449898742339512
11,-0.075,-0.075,0,-0.13196193436131187,-0.04803806563868817,-0.09347122347165199,-0.030900909959696243,-0.014045634051198522,-0.0026749547951094724
11,-0.075,-0.1,0,-0.1081452415508756,-0.0238547584491244,-0.11493728012085441,-0.04718205213924969,-0.013966616185927741,0.0074759502910820685
11,-0.1,-0.025,0,-0.16277114177608848,-0.08122885822391153,-0.05355987958589575,0.008623843472716563,-0.014963425813400287,1.1499615458394549e-4
11,-0.1,-0.05,0,-0.1476772913213939,-0.06632270867860605,-0.05987074118503246,-0.009703576405058624,-0.006386819148006593,0.012005629986892927
11,-0.1,-0.075,0,-0.1515339317181114,-0.06846606828188859,-0.09337960909159838,-0.02752673232993856,-0.008190507594907758,0.009117847749736539
11,-0.1,-0.1,0,-0.14918834341662562,-0.06681165658337435,-0.09722482457325801,-0.04958174470836521,-0.0027415306785603917,0.007668753212140258
12,-0.025,-0.025,0,-0.0519276107603,0.03392761076029999,-0.049891249993873746,0.010929793561878027,-0.011227624742768097,0.008081280330465122
12,-0.025,-0.05,0,-0.07649489553582657,0.008494895535826621,-0.0620846086710367,-0.004983271022679713,-0.005990912452383258,0.011362350230690408
12,-0.025,-0.075,0,-0.05077832306978712,0.034778323069787107,-0.08459099550454832,-0.00989803275488458,-0.002885243850794141,0.014168029229032776
12,-0.025,-0.1,0,-0.06549457151625274,0.019494571516252814,-0.10796706641833216,-0.04464285762326488,-0.01843432840701674,0.005293393056623473
12,-0.05,-0.025,0,-0.062422622801663295,0.02242262280166337,-0.03110565087330247,-0.004626669343583427,4.1246981039787895e-4,0.005004073402243105
12,-0.05,-0.05,0,-0.08194757943091645,0.00394757943091649,-0.06910972464770006,3.551052590507475e-4,2.9473963083884863e-4,0.01839437025062351
12,-0.05,-0.075,0,-0.08442113896414022,4.211389641402552e-4,-0.0765533577420756,-0.038086927108470364,-0.0023006803986431188,0.012136944514811957
12,-0.05,-0.1,0,-0.07013310252079852,0.014133102520798468,-0.11544424841793911,-0.04635131459928281,-0.01468107791831113,0.009288426412579123
12,-0.075,-0.025,0,-0.10250420997683998,-0.01949579002316002,-0.028336726063677885,0.01927927185207411,-0.010872998562520074,0.001747687918048693
12,-0.075,-0.05,0,-0.08675476361847317,-0.003245236381526906,-0.07212840408514712,-0.004822125357751193,0.0027197138153188362,0.01814195661088434
12,-0.075,-0.075,0,-0.09557665112333431,-0.012423348876665782,-0.11182394333384602,-0.03248409385050951,-0.005540267737765214,0.020675485977273023
12,-0.075,-0.1,0,-0.11142232686749046,-0.02857767313250944,-0.08332502433752195,-0.01841663530925757,-0.007303065078338237,0.022714437261282992
12,-0.1,-0.025,0,-0.1344359170656027,-0.05356408293439736,-0.06648023471774903,0.0090718928103806391,-0.015046339310195191,0.009392654890926944
